Age,Cabin_A,Cabin_B,Cabin_C,Cabin_D,Cabin_E,Cabin_F,Cabin_G,Cabin_M,Cabin_T,Embarked_C,Embarked_Q,Embarked_S,Family_cat_Alone,Family_cat_Large,Family_cat_Small,Fare,Pclass,Sex_female,Sex_male,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Other,Title_Rev
29,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,10.4625,3,1,0,0,0,0,1,0,0
62,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,26.55,1,0,1,0,0,1,0,0,0
30,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,16.1,3,0,1,0,0,1,0,0,0
41,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,20.2125,3,1,0,0,0,0,1,0,0
29,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,15.2458,3,1,0,0,0,0,1,0,0
34,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,79.2,1,1,0,0,0,0,1,0,0
30,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,86.5,1,1,0,0,1,0,0,0,0
35,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,512.3292,1,1,0,0,1,0,0,0,0
50,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,26.0,2,1,0,0,0,0,1,0,0
26,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,7.75,3,0,1,0,0,1,0,0,0
3,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,31.3875,3,0,1,1,0,0,0,0,0
52,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,79.65,1,0,1,0,0,1,0,0,0
40,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,1,0,1,0,0,1,0,0,0
21,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,7.75,3,1,0,0,1,0,0,0,0
36,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,10.5,2,0,1,0,0,1,0,0,0
16,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,39.6875,3,0,1,0,0,1,0,0,0
25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,7.775,3,0,1,0,0,1,0,0,0
58,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,153.4625,1,1,0,0,0,0,1,0,0
35,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,135.6333,1,1,0,0,1,0,0,0,0
41,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,31.0,1,0,1,0,0,1,0,0,0
25,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0.0,3,0,1,0,0,1,0,0,0
41,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,19.5,2,1,0,0,0,0,1,0,0
37,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,29.7,1,0,1,0,0,1,0,0,0
21,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,7.75,3,1,0,0,1,0,0,0,0
63,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,77.9583,1,1,0,0,1,0,0,0,0
45,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,7.75,3,1,0,0,1,0,0,0,0
30,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0.0,2,0,1,0,0,1,0,0,0
7,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,29.125,3,0,1,1,0,0,0,0,0
35,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,20.25,3,1,0,0,0,0,1,0,0
65,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,7.75,3,0,1,0,0,1,0,0,0
28,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,7.8542,3,0,1,0,0,1,0,0,0
16,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,9.5,3,0,1,0,0,1,0,0,0
19,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,8.05,3,0,1,0,0,1,0,0,0
41,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,26.0,1,0,1,0,0,1,0,0,0
33,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,8.6625,3,0,1,0,0,1,0,0,0
30,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,9.5,3,0,1,0,0,1,0,0,0
22,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,7.8958,3,0,1,0,0,1,0,0,0
42,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,13.0,2,0,1,0,0,1,0,0,0
22,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,7.75,3,1,0,0,1,0,0,0,0
26,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,78.85,1,1,0,0,1,0,0,0,0
19,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,91.0792,1,1,0,0,0,0,1,0,0
36,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,12.875,2,0,1,0,0,1,0,0,0
24,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,8.85,3,1,0,0,1,0,0,0,0
24,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,7.8958,3,0,1,0,0,1,0,0,0
41,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,27.7208,1,0,1,0,0,1,0,0,0
23,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,7.2292,3,0,1,0,0,1,0,0,0
2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,151.55,1,1,0,0,1,0,0,0,0
41,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,30.5,1,0,1,0,0,1,0,0,0
50,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,247.5208,1,1,0,0,0,0,1,0,0
21,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,7.75,3,1,0,0,1,0,0,0,0
26,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,23.25,3,0,1,0,0,1,0,0,0
19,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0.0,3,0,1,0,0,1,0,0,0
28,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,12.35,2,1,0,0,1,0,0,0,0
26,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,8.05,3,0,1,0,0,1,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,151.55,1,0,1,1,0,0,0,0,0
34,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,110.8833,1,1,0,0,1,0,0,0,0
17,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,108.9,1,1,0,0,0,0,1,0,0
30,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,24.0,2,0,1,0,0,1,0,0,0
30,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,56.9292,1,1,0,0,1,0,0,0,0
24,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,83.1583,1,1,0,0,1,0,0,0,0
18,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,262.375,1,1,0,0,1,0,0,0,0
26,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,26.0,2,1,0,0,0,0,1,0,0
28,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,7.8958,3,0,1,0,0,1,0,0,0
43,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,26.25,2,0,1,0,0,1,0,0,0
26,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,7.8542,3,1,0,0,1,0,0,0,0
24,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,26.0,2,1,0,0,0,0,1,0,0
54,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,14.0,2,0,1,0,0,0,0,1,0
31,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,164.8667,1,1,0,0,1,0,0,0,0
40,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,134.5,1,1,0,0,0,0,1,0,0
22,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,7.25,3,0,1,0,0,1,0,0,0
27,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,7.8958,3,0,1,0,0,1,0,0,0
30,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,12.35,2,1,0,0,1,0,0,0,0
22,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,29.0,2,1,0,0,0,0,1,0,0
26,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,69.55,3,0,1,0,0,1,0,0,0
36,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,135.6333,1,1,0,0,1,0,0,0,0
61,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,6.2375,3,0,1,0,0,1,0,0,0
36,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,13.0,2,1,0,0,0,0,1,0,0
31,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,20.525,3,1,0,0,0,0,1,0,0
16,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,57.9792,1,1,0,0,1,0,0,0,0
21,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,23.25,3,1,0,0,1,0,0,0,0
45,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,28.5,1,0,1,0,0,1,0,0,0
38,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,153.4625,1,0,1,0,0,1,0,0,0
16,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,18.0,3,0,1,0,0,1,0,0,0
34,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,133.65,1,1,0,0,0,0,1,0,0
26,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,7.8958,3,0,1,0,0,1,0,0,0
29,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,66.6,1,0,1,0,0,1,0,0,0
41,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,134.5,1,1,0,0,1,0,0,0,0
45,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,8.05,3,0,1,0,0,1,0,0,0
45,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,35.5,1,0,1,0,0,1,0,0,0
2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,26.0,2,0,1,1,0,0,0,0,0
24,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,263.0,1,1,0,0,1,0,0,0,0
28,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,13.0,2,0,1,0,0,1,0,0,0
25,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,13.0,2,0,1,0,0,1,0,0,0
36,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,13.0,2,0,1,0,0,1,0,0,0
24,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,13.0,2,1,0,0,1,0,0,0,0
40,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,13.0,2,1,0,0,1,0,0,0,0
21,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,16.1,3,1,0,0,0,0,1,0,0
3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,15.9,3,0,1,1,0,0,0,0,0
42,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,8.6625,3,0,1,0,0,1,0,0,0
23,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,9.225,3,0,1,0,0,1,0,0,0
41,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,35.0,1,0,1,0,0,1,0,0,0
15,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,7.2292,3,0,1,0,0,1,0,0,0
25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,17.8,3,0,1,0,0,1,0,0,0
26,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,7.225,3,0,1,0,0,1,0,0,0
28,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,9.5,3,0,1,0,0,1,0,0,0
22,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,55.0,1,1,0,0,1,0,0,0,0
38,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,13.0,2,1,0,0,1,0,0,0,0
21,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,7.8792,3,1,0,0,1,0,0,0,0
21,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,7.8792,3,1,0,0,1,0,0,0,0
40,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,27.9,3,0,1,0,0,1,0,0,0
29,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,27.7208,2,0,1,0,0,1,0,0,0
45,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,14.4542,3,1,0,0,0,0,1,0,0
35,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,7.05,3,0,1,0,0,1,0,0,0
26,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,15.5,3,0,1,0,0,1,0,0,0
30,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,7.25,3,0,1,0,0,1,0,0,0
60,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,75.25,1,1,0,0,0,0,1,0,0
21,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,7.2292,3,1,0,0,0,0,1,0,0
21,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,7.75,3,1,0,0,1,0,0,0,0
24,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,69.3,1,1,0,0,0,0,0,1,0
25,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,55.4417,1,0,1,0,0,1,0,0,0
18,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,6.4958,3,0,1,0,0,1,0,0,0
19,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,8.05,3,0,1,0,0,1,0,0,0
22,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,135.6333,1,0,1,0,0,1,0,0,0
3,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,21.075,3,1,0,0,1,0,0,0,0
34,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,82.1708,1,1,0,0,0,0,1,0,0
22,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,7.25,3,1,0,0,1,0,0,0,0
27,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,211.5,1,0,1,0,0,1,0,0,0
20,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,4.0125,3,0,1,0,0,1,0,0,0
19,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,7.775,3,0,1,0,0,1,0,0,0
42,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,227.525,1,1,0,0,1,0,0,0,0
1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,15.7417,3,1,0,0,1,0,0,0,0
32,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,7.925,3,0,1,0,0,1,0,0,0
35,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,52.0,1,1,0,0,0,0,1,0,0
26,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,7.8958,3,0,1,0,0,1,0,0,0
18,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,73.5,2,0,1,0,0,1,0,0,0
1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,46.9,3,0,1,1,0,0,0,0,0
36,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,13.0,2,1,0,0,1,0,0,0,0
26,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,7.7292,3,0,1,0,0,1,0,0,0
17,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,12.0,2,1,0,0,1,0,0,0,0
36,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,120.0,1,0,1,0,0,1,0,0,0
21,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,7.7958,3,0,1,0,0,1,0,0,0
28,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,7.925,3,0,1,0,0,1,0,0,0
23,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,113.275,1,1,0,0,1,0,0,0,0
24,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,16.7,3,1,0,0,0,0,1,0,0
22,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,7.7958,3,0,1,0,0,1,0,0,0
31,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,7.8542,3,1,0,0,1,0,0,0,0
46,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,26.0,2,0,1,0,0,1,0,0,0
23,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,10.5,2,0,1,0,0,0,0,1,0
28,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,12.65,2,1,0,0,0,0,1,0,0
39,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,7.925,3,0,1,0,0,1,0,0,0
26,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,8.05,3,0,1,0,0,1,0,0,0
21,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,9.825,3,1,0,0,1,0,0,0,0
28,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,15.85,3,0,1,0,0,1,0,0,0
20,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,8.6625,3,1,0,0,1,0,0,0,0
34,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,21.0,2,0,1,0,0,1,0,0,0
51,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,7.75,3,0,1,0,0,1,0,0,0
3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,18.75,2,0,1,1,0,0,0,0,0
21,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,7.775,3,0,1,0,0,1,0,0,0
21,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,25.4667,3,1,0,0,1,0,0,0,0
26,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,7.8958,3,0,1,0,0,1,0,0,0
26,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,6.8583,3,0,1,0,0,1,0,0,0
33,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,90.0,1,1,0,0,1,0,0,0,0
30,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0.0,2,0,1,0,0,1,0,0,0
44,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,7.925,3,0,1,0,0,1,0,0,0
21,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,8.05,3,1,0,0,0,0,1,0,0
34,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,32.5,2,1,0,0,0,0,1,0,0
18,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,13.0,2,1,0,0,1,0,0,0,0
30,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,13.0,2,0,1,0,0,1,0,0,0
10,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,24.15,3,1,0,0,1,0,0,0,0
26,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,7.8958,3,0,1,0,0,1,0,0,0
21,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,7.7333,3,0,1,0,0,1,0,0,0
29,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,7.875,3,0,1,0,0,1,0,0,0
28,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,14.4,3,1,0,0,0,0,1,0,0
18,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,20.2125,3,0,1,0,0,1,0,0,0
26,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,7.25,3,0,1,0,0,1,0,0,0
28,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,26.0,2,1,0,0,0,0,1,0,0
19,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,26.0,2,1,0,0,1,0,0,0,0
26,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,7.75,3,0,1,0,0,1,0,0,0
32,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,8.05,3,0,1,0,0,1,0,0,0
28,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,26.55,1,0,1,0,0,1,0,0,0
21,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,16.1,3,1,0,0,0,0,1,0,0
42,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,26.0,2,1,0,0,0,0,1,0,0
17,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,7.125,3,0,1,0,0,1,0,0,0
50,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,55.9,1,0,1,0,0,1,0,0,0
14,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,120.0,1,1,0,0,1,0,0,0,0
21,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,34.375,3,1,0,0,1,0,0,0,0
24,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,18.75,2,1,0,0,0,0,1,0,0
64,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,263.0,1,0,1,0,0,1,0,0,0
31,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,10.5,2,0,1,0,0,1,0,0,0
45,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,26.25,2,1,0,0,0,0,1,0,0
20,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,9.5,3,0,1,0,0,1,0,0,0
25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,7.775,3,0,1,0,0,1,0,0,0
28,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,13.0,2,1,0,0,0,0,0,1,0
26,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,8.1125,3,0,1,0,0,1,0,0,0
4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,81.8583,1,0,1,1,0,0,0,0,0
13,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,19.5,2,1,0,0,1,0,0,0,0
34,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,26.55,1,0,1,0,0,1,0,0,0
5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,19.2583,3,1,0,0,1,0,0,0,0
52,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,30.5,1,0,1,0,0,0,0,1,0
36,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,27.75,2,0,1,0,0,1,0,0,0
26,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,19.9667,3,0,1,0,0,1,0,0,0
30,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,27.75,1,0,1,0,0,1,0,0,0
49,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,89.1042,1,0,1,0,0,1,0,0,0
26,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,8.05,3,0,1,0,0,1,0,0,0
29,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,7.8958,3,0,1,0,0,1,0,0,0
65,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,26.55,1,0,1,0,0,1,0,0,0
34,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,51.8625,1,1,0,0,0,0,1,0,0
50,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,10.5,2,1,0,0,1,0,0,0,0
26,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,7.75,3,0,1,0,0,1,0,0,0
48,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,26.55,1,0,1,0,0,1,0,0,0
34,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,8.05,3,0,1,0,0,1,0,0,0
47,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,38.5,1,0,1,0,0,1,0,0,0
48,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,13.0,2,0,1,0,0,1,0,0,0
26,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,8.05,3,0,1,0,0,1,0,0,0
38,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,7.05,3,0,1,0,0,1,0,0,0
30,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0.0,2,0,1,0,0,1,0,0,0
56,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,26.55,1,0,1,0,0,1,0,0,0
26,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,7.725,3,0,1,0,0,1,0,0,0
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,19.2583,3,1,0,0,1,0,0,0,0
26,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,7.25,3,0,1,0,0,1,0,0,0
38,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,8.6625,3,0,1,0,0,1,0,0,0
33,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,27.75,2,1,0,0,0,0,1,0,0
23,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,13.7917,2,1,0,0,0,0,1,0,0
22,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,9.8375,3,1,0,0,1,0,0,0,0
41,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,52.0,1,0,1,0,0,1,0,0,0
34,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,21.0,2,0,1,0,0,1,0,0,0
29,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,7.0458,3,0,1,0,0,1,0,0,0
22,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,7.5208,3,0,1,0,0,1,0,0,0
2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,12.2875,3,1,0,0,1,0,0,0,0
9,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,46.9,3,0,1,1,0,0,0,0,0
30,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0.0,2,0,1,0,0,1,0,0,0
50,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,8.05,3,0,1,0,0,1,0,0,0
63,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,9.5875,3,1,0,0,0,0,1,0,0
25,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,91.0792,1,0,1,0,0,1,0,0,0
21,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,25.4667,3,1,0,0,1,0,0,0,0
35,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,90.0,1,1,0,0,0,0,1,0,0
58,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,29.7,1,0,1,0,0,1,0,0,0
30,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,8.05,3,0,1,0,0,1,0,0,0
9,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,15.9,3,0,1,1,0,0,0,0,0
26,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,19.9667,3,0,1,0,0,1,0,0,0
21,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,7.25,3,0,1,0,0,1,0,0,0
55,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,30.5,1,0,1,0,0,1,0,0,0
71,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,49.5042,1,0,1,0,0,1,0,0,0
21,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,8.05,3,0,1,0,0,1,0,0,0
26,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,14.4583,3,0,1,0,0,1,0,0,0
54,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,78.2667,1,1,0,0,1,0,0,0,0
26,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,15.1,3,0,1,0,0,1,0,0,0
25,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,151.55,1,1,0,0,0,0,1,0,0
24,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,7.7958,3,0,1,0,0,1,0,0,0
17,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,8.6625,3,0,1,0,0,1,0,0,0
21,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,7.75,3,1,0,0,1,0,0,0,0
21,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,7.6292,3,1,0,0,1,0,0,0,0
37,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,9.5875,3,1,0,0,1,0,0,0,0
16,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,86.5,1,1,0,0,1,0,0,0,0
